"","CRITERIA","PAIN_CAT","ICD_VERSION","ICD9_OR_10","ICD_DESC"
"8430","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82122R","Displaced fracture of lateral condyle of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8431","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82123K","Displaced fracture of lateral condyle of unspecified tibia, subsequent encounter for closed fracture with nonunion"
"8432","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82123M","Displaced fracture of lateral condyle of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion"
"8433","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82123N","Displaced fracture of lateral condyle of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8434","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82123P","Displaced fracture of lateral condyle of unspecified tibia, subsequent encounter for closed fracture with malunion"
"8435","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82123Q","Displaced fracture of lateral condyle of unspecified tibia, subsequent encounter for open fracture type I or II with malunion"
"8436","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82123R","Displaced fracture of lateral condyle of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8437","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82124K","Nondisplaced fracture of lateral condyle of right tibia, subsequent encounter for closed fracture with nonunion"
"8438","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82124M","Nondisplaced fracture of lateral condyle of right tibia, subsequent encounter for open fracture type I or II with nonunion"
"8439","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82124N","Nondisplaced fracture of lateral condyle of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8440","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82124P","Nondisplaced fracture of lateral condyle of right tibia, subsequent encounter for closed fracture with malunion"
"8441","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82124Q","Nondisplaced fracture of lateral condyle of right tibia, subsequent encounter for open fracture type I or II with malunion"
"8442","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82124R","Nondisplaced fracture of lateral condyle of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8443","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82125K","Nondisplaced fracture of lateral condyle of left tibia, subsequent encounter for closed fracture with nonunion"
"8444","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82125M","Nondisplaced fracture of lateral condyle of left tibia, subsequent encounter for open fracture type I or II with nonunion"
"8445","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82125N","Nondisplaced fracture of lateral condyle of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8446","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82125P","Nondisplaced fracture of lateral condyle of left tibia, subsequent encounter for closed fracture with malunion"
"8447","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82125Q","Nondisplaced fracture of lateral condyle of left tibia, subsequent encounter for open fracture type I or II with malunion"
"8448","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82125R","Nondisplaced fracture of lateral condyle of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8449","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82126K","Nondisplaced fracture of lateral condyle of unspecified tibia, subsequent encounter for closed fracture with nonunion"
"8450","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82126M","Nondisplaced fracture of lateral condyle of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion"
"8451","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82126N","Nondisplaced fracture of lateral condyle of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8452","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82126P","Nondisplaced fracture of lateral condyle of unspecified tibia, subsequent encounter for closed fracture with malunion"
"8453","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82126Q","Nondisplaced fracture of lateral condyle of unspecified tibia, subsequent encounter for open fracture type I or II with malunion"
"8454","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82126R","Nondisplaced fracture of lateral condyle of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8455","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82131K","Displaced fracture of medial condyle of right tibia, subsequent encounter for closed fracture with nonunion"
"8456","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82131M","Displaced fracture of medial condyle of right tibia, subsequent encounter for open fracture type I or II with nonunion"
"8457","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82131N","Displaced fracture of medial condyle of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8458","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82131P","Displaced fracture of medial condyle of right tibia, subsequent encounter for closed fracture with malunion"
"8459","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82131Q","Displaced fracture of medial condyle of right tibia, subsequent encounter for open fracture type I or II with malunion"
"8460","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82131R","Displaced fracture of medial condyle of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8461","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82132K","Displaced fracture of medial condyle of left tibia, subsequent encounter for closed fracture with nonunion"
"8462","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82132M","Displaced fracture of medial condyle of left tibia, subsequent encounter for open fracture type I or II with nonunion"
"8463","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82132N","Displaced fracture of medial condyle of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8464","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82132P","Displaced fracture of medial condyle of left tibia, subsequent encounter for closed fracture with malunion"
"8465","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82132Q","Displaced fracture of medial condyle of left tibia, subsequent encounter for open fracture type I or II with malunion"
"8466","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82132R","Displaced fracture of medial condyle of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8467","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82133K","Displaced fracture of medial condyle of unspecified tibia, subsequent encounter for closed fracture with nonunion"
"8468","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82133M","Displaced fracture of medial condyle of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion"
"8469","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82133N","Displaced fracture of medial condyle of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8470","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82133P","Displaced fracture of medial condyle of unspecified tibia, subsequent encounter for closed fracture with malunion"
"8471","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82133Q","Displaced fracture of medial condyle of unspecified tibia, subsequent encounter for open fracture type I or II with malunion"
"8472","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82133R","Displaced fracture of medial condyle of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8473","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82134K","Nondisplaced fracture of medial condyle of right tibia, subsequent encounter for closed fracture with nonunion"
"8474","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82134M","Nondisplaced fracture of medial condyle of right tibia, subsequent encounter for open fracture type I or II with nonunion"
"8475","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82134N","Nondisplaced fracture of medial condyle of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8476","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82134P","Nondisplaced fracture of medial condyle of right tibia, subsequent encounter for closed fracture with malunion"
"8477","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82134Q","Nondisplaced fracture of medial condyle of right tibia, subsequent encounter for open fracture type I or II with malunion"
"8478","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82134R","Nondisplaced fracture of medial condyle of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8479","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82135K","Nondisplaced fracture of medial condyle of left tibia, subsequent encounter for closed fracture with nonunion"
"8480","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82135M","Nondisplaced fracture of medial condyle of left tibia, subsequent encounter for open fracture type I or II with nonunion"
"8481","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82135N","Nondisplaced fracture of medial condyle of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8482","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82135P","Nondisplaced fracture of medial condyle of left tibia, subsequent encounter for closed fracture with malunion"
"8483","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82135Q","Nondisplaced fracture of medial condyle of left tibia, subsequent encounter for open fracture type I or II with malunion"
"8484","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82135R","Nondisplaced fracture of medial condyle of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8485","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82136K","Nondisplaced fracture of medial condyle of unspecified tibia, subsequent encounter for closed fracture with nonunion"
"8486","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82136M","Nondisplaced fracture of medial condyle of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion"
"8487","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82136N","Nondisplaced fracture of medial condyle of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8488","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82136P","Nondisplaced fracture of medial condyle of unspecified tibia, subsequent encounter for closed fracture with malunion"
"8489","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82136Q","Nondisplaced fracture of medial condyle of unspecified tibia, subsequent encounter for open fracture type I or II with malunion"
"8490","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82136R","Nondisplaced fracture of medial condyle of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8491","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82141K","Displaced bicondylar fracture of right tibia, subsequent encounter for closed fracture with nonunion"
"8492","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82141M","Displaced bicondylar fracture of right tibia, subsequent encounter for open fracture type I or II with nonunion"
"8493","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82141N","Displaced bicondylar fracture of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8494","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82141P","Displaced bicondylar fracture of right tibia, subsequent encounter for closed fracture with malunion"
"8495","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82141Q","Displaced bicondylar fracture of right tibia, subsequent encounter for open fracture type I or II with malunion"
"8496","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82141R","Displaced bicondylar fracture of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8497","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82142K","Displaced bicondylar fracture of left tibia, subsequent encounter for closed fracture with nonunion"
"8498","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82142M","Displaced bicondylar fracture of left tibia, subsequent encounter for open fracture type I or II with nonunion"
"8499","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82142N","Displaced bicondylar fracture of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8500","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82142P","Displaced bicondylar fracture of left tibia, subsequent encounter for closed fracture with malunion"
"8501","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82142Q","Displaced bicondylar fracture of left tibia, subsequent encounter for open fracture type I or II with malunion"
"8502","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82142R","Displaced bicondylar fracture of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8503","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82143K","Displaced bicondylar fracture of unspecified tibia, subsequent encounter for closed fracture with nonunion"
"8504","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82143M","Displaced bicondylar fracture of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion"
"8505","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82143N","Displaced bicondylar fracture of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8506","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82143P","Displaced bicondylar fracture of unspecified tibia, subsequent encounter for closed fracture with malunion"
"8507","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82143Q","Displaced bicondylar fracture of unspecified tibia, subsequent encounter for open fracture type I or II with malunion"
"8508","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82143R","Displaced bicondylar fracture of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8509","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82144K","Nondisplaced bicondylar fracture of right tibia, subsequent encounter for closed fracture with nonunion"
"8510","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82144M","Nondisplaced bicondylar fracture of right tibia, subsequent encounter for open fracture type I or II with nonunion"
"8511","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82144N","Nondisplaced bicondylar fracture of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8512","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82144P","Nondisplaced bicondylar fracture of right tibia, subsequent encounter for closed fracture with malunion"
"8513","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82144Q","Nondisplaced bicondylar fracture of right tibia, subsequent encounter for open fracture type I or II with malunion"
"8514","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82144R","Nondisplaced bicondylar fracture of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8515","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82145K","Nondisplaced bicondylar fracture of left tibia, subsequent encounter for closed fracture with nonunion"
"8516","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82145M","Nondisplaced bicondylar fracture of left tibia, subsequent encounter for open fracture type I or II with nonunion"
"8517","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82145N","Nondisplaced bicondylar fracture of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8518","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82145P","Nondisplaced bicondylar fracture of left tibia, subsequent encounter for closed fracture with malunion"
"8519","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82145Q","Nondisplaced bicondylar fracture of left tibia, subsequent encounter for open fracture type I or II with malunion"
"8520","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82145R","Nondisplaced bicondylar fracture of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8521","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82146K","Nondisplaced bicondylar fracture of unspecified tibia, subsequent encounter for closed fracture with nonunion"
"8522","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82146M","Nondisplaced bicondylar fracture of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion"
"8523","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82146N","Nondisplaced bicondylar fracture of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8524","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82146P","Nondisplaced bicondylar fracture of unspecified tibia, subsequent encounter for closed fracture with malunion"
"8525","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82146Q","Nondisplaced bicondylar fracture of unspecified tibia, subsequent encounter for open fracture type I or II with malunion"
"8526","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82146R","Nondisplaced bicondylar fracture of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8527","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82151K","Displaced fracture of right tibial tuberosity, subsequent encounter for closed fracture with nonunion"
"8528","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82151M","Displaced fracture of right tibial tuberosity, subsequent encounter for open fracture type I or II with nonunion"
"8529","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82151N","Displaced fracture of right tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8530","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82151P","Displaced fracture of right tibial tuberosity, subsequent encounter for closed fracture with malunion"
"8531","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82151Q","Displaced fracture of right tibial tuberosity, subsequent encounter for open fracture type I or II with malunion"
"8532","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82151R","Displaced fracture of right tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8533","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82152K","Displaced fracture of left tibial tuberosity, subsequent encounter for closed fracture with nonunion"
"8534","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82152M","Displaced fracture of left tibial tuberosity, subsequent encounter for open fracture type I or II with nonunion"
"8535","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82152N","Displaced fracture of left tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8536","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82152P","Displaced fracture of left tibial tuberosity, subsequent encounter for closed fracture with malunion"
"8537","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82152Q","Displaced fracture of left tibial tuberosity, subsequent encounter for open fracture type I or II with malunion"
"8538","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82152R","Displaced fracture of left tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8539","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82153K","Displaced fracture of unspecified tibial tuberosity, subsequent encounter for closed fracture with nonunion"
"8540","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82153M","Displaced fracture of unspecified tibial tuberosity, subsequent encounter for open fracture type I or II with nonunion"
"8541","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82153N","Displaced fracture of unspecified tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8542","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82153P","Displaced fracture of unspecified tibial tuberosity, subsequent encounter for closed fracture with malunion"
"8543","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82153Q","Displaced fracture of unspecified tibial tuberosity, subsequent encounter for open fracture type I or II with malunion"
"8544","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82153R","Displaced fracture of unspecified tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8545","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82154K","Nondisplaced fracture of right tibial tuberosity, subsequent encounter for closed fracture with nonunion"
"8546","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82154M","Nondisplaced fracture of right tibial tuberosity, subsequent encounter for open fracture type I or II with nonunion"
"8547","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82154N","Nondisplaced fracture of right tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8548","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82154P","Nondisplaced fracture of right tibial tuberosity, subsequent encounter for closed fracture with malunion"
"8549","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82154Q","Nondisplaced fracture of right tibial tuberosity, subsequent encounter for open fracture type I or II with malunion"
"8550","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82154R","Nondisplaced fracture of right tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8551","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82155K","Nondisplaced fracture of left tibial tuberosity, subsequent encounter for closed fracture with nonunion"
"8552","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82155M","Nondisplaced fracture of left tibial tuberosity, subsequent encounter for open fracture type I or II with nonunion"
"8553","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82155N","Nondisplaced fracture of left tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8554","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82155P","Nondisplaced fracture of left tibial tuberosity, subsequent encounter for closed fracture with malunion"
"8555","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82155Q","Nondisplaced fracture of left tibial tuberosity, subsequent encounter for open fracture type I or II with malunion"
"8556","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82155R","Nondisplaced fracture of left tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8557","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82156K","Nondisplaced fracture of unspecified tibial tuberosity, subsequent encounter for closed fracture with nonunion"
"8558","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82156M","Nondisplaced fracture of unspecified tibial tuberosity, subsequent encounter for open fracture type I or II with nonunion"
"8559","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82156N","Nondisplaced fracture of unspecified tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8560","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82156P","Nondisplaced fracture of unspecified tibial tuberosity, subsequent encounter for closed fracture with malunion"
"8561","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82156Q","Nondisplaced fracture of unspecified tibial tuberosity, subsequent encounter for open fracture type I or II with malunion"
"8562","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82156R","Nondisplaced fracture of unspecified tibial tuberosity, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8563","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82161K","Torus fracture of upper end of right tibia, subsequent encounter for fracture with nonunion"
"8564","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82161P","Torus fracture of upper end of right tibia, subsequent encounter for fracture with malunion"
"8565","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82162K","Torus fracture of upper end of left tibia, subsequent encounter for fracture with nonunion"
"8566","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82162P","Torus fracture of upper end of left tibia, subsequent encounter for fracture with malunion"
"8567","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82169K","Torus fracture of upper end of unspecified tibia, subsequent encounter for fracture with nonunion"
"8568","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82169P","Torus fracture of upper end of unspecified tibia, subsequent encounter for fracture with malunion"
"8569","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82191K","Other fracture of upper end of right tibia, subsequent encounter for closed fracture with nonunion"
"8570","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82191M","Other fracture of upper end of right tibia, subsequent encounter for open fracture type I or II with nonunion"
"8571","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82191N","Other fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8572","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82191P","Other fracture of upper end of right tibia, subsequent encounter for closed fracture with malunion"
"8573","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82191Q","Other fracture of upper end of right tibia, subsequent encounter for open fracture type I or II with malunion"
"8574","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82191R","Other fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
"8575","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82192K","Other fracture of upper end of left tibia, subsequent encounter for closed fracture with nonunion"
"8576","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82192M","Other fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with nonunion"
"8577","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82192N","Other fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
"8578","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82192P","Other fracture of upper end of left tibia, subsequent encounter for closed fracture with malunion"
"8579","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82192Q","Other fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with malunion"
"8580","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S82192R","Other fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
